MORPH	POS	pred_TAG
_	_	O
.	SF	O
		
이	NP	O
로써	JKB	O
_	_	O
미국	NNP	B-ORG
_	_	O
남자	NNG	O
배구	NNG	O
팀	NNG	O
은	JX	O
_	_	O
1984	SN	B-DAT
년	NNB	I-DAT
_	_	O
LA	SL	B-POH
올림픽	NNG	I-POH
,	SP	O
_	_	O
1988	SN	B-DAT
년	NNB	I-DAT
_	_	O
서울	NNP	B-ORG
올림픽	NNG	O
에	JKB	O
_	_	O
잇	VV	O
어	EC	O
_	_	O
20	SN	B-NOH
년	NNB	I-NOH
_	_	O
만	NNB	O
에	JKB	O
_	_	O
통산	NNG	O
_	_	O
세	MM	O
_	_	O
번째	NNB	O
_	_	O
올림픽	NNG	O
_	_	O
금메달	NNG	O
을	JKO	O
_	_	O
차지+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
지나+ㄴ	VV+ETM	O
_	_	O
16	SN	B-DAT
일	NNB	I-DAT
_	_	O
왼쪽	NNG	O
_	_	O
무릎	NNG	O
_	_	O
수술	NNG	O
을	JKO	O
_	_	O
받	VV	O
은	ETM	O
_	_	O
우즈	NNP	B-PER
는	JX	O
_	_	O
퇴원	NNG	O
_	_	O
후	NNG	O
_	_	O
곧바로	MAG	O
_	_	O
재활	NNG	O
훈련	NNG	O
에	JKB	O
_	_	O
돌입	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
상태+이	NNG+VCP	O
다	EC	O
_	_	O
.	SF	O
		
그리스	NNP	B-ORG
는	JX	O
_	_	O
2	SN	B-NOH
년	NNB	I-NOH
_	_	O
전	NNG	O
_	_	O
세계	NNG	O
선수권	NNG	O
_	_	O
4	SN	B-NOH
강	NNG	I-NOH
에서	JKB	O
_	_	O
미국	NNP	B-ORG
을	JKO	O
_	_	O
격침	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
바	NNB	O
_	_	O
있	VA	O
다	EC	O
_	_	O
.	SF	O
		
SI	SL	B-ORG
가	JKS	O
_	_	O
꼽	VV	O
은	ETM	O
_	_	O
10	SN	B-NOH
명	NNB	I-NOH
_	_	O
중	NNB	O
에서	JKB	O
_	_	O
앤서니	NNP	B-PER
_	_	O
김	NNP	O
(	SS	O
23	SN	B-NOH
_	_	O
·	SP	O
_	_	O
나이키골프	NNP	B-ORG
)	SS	O
은	JX	O
_	_	O
3	SN	B-NOH
위	NNB	I-NOH
에	JKB	O
_	_	O
랭크되	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
우에하라	NNP	B-PER
_	_	O
본인	NNG	O
도	JX	O
_	_	O
포스팅	NNG	O
_	_	O
시스템	NNG	O
으로	JKB	O
_	_	O
메이저리그	NNG	O
에	JKB	O
_	_	O
진출	NNG	O
하	XSV	O
고	EC	O
_	_	O
싶	VX	O
은	ETM	O
_	_	O
마음	NNG	O
이	JKS	O
_	_	O
굴뚝	NNG	O
_	_	O
같	VA	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
여기	NP	O
에	JKB	O
_	_	O
창단	NNG	O
_	_	O
후	NNG	O
_	_	O
단	MM	O
_	_	O
한	MM	B-NOH
번	NNB	I-NOH
도	JX	O
_	_	O
패	NNG	O
하	XSV	O
지	EC	O
_	_	O
않	VX	O
았	EP	O
던	ETM	O
_	_	O
전북	NNP	B-ORG
_	_	O
현대	NNP	B-ORG
에	JKB	O
_	_	O
패	NNG	O
하	XSV	O
는	ETM	O
_	_	O
불운	NNG	O
을	JKO	O
_	_	O
맞보기	NNG	O
도	JX	O
.	SF	O
		
초반	NNG	O
부터	JX	O
_	_	O
끌려가	VV	O
기	ETN	O
_	_	O
시작	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
한국	NNP	B-ORG
은	JX	O
_	_	O
1	SN	B-NOH
세트	NNG	I-NOH
를	JKO	O
_	_	O
16	SN	B-NOH
-	SO	I-NOH
25	SN	I-NOH
로	JKB	O
_	_	O
무기력	NNG	O
하	XSA	O
게	EC	O
_	_	O
내주	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
챔피언	NNG	O
_	_	O
퍼팅	NNG	O
을	JKO	O
_	_	O
마치+ㄴ	VV+ETM	O
_	_	O
후	NNG	O
_	_	O
장정	NNG	O
_	_	O
.	SF	O
		
올	NNG	O
_	_	O
전미	NNG	O
_	_	O
대학	NNG	O
배구	NNG	O
_	_	O
우승	NNG	O
팀	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
펜실베이니아	NNP	O
주립대	NNG	O
_	_	O
소속	NNG	O
으로	JKB	O
_	_	O
미국	NNP	B-POH
대학	NNG	I-POH
체육	NNG	I-POH
연맹	NNG	I-POH
(	SS	O
NCAA	SL	O
)	SS	O
_	_	O
토너먼트	NNG	O
와	JC	O
_	_	O
챔피언	NNG	O
전	XSN	O
에서	JKB	O
_	_	O
모두	MAG	O
_	_	O
최우수	NNG	O
선수	NNG	O
(	SS	O
MVP	SL	O
)	SS	O
로	JKB	O
_	_	O
뽑히+어	VV+EC	O
_	_	O
백악관	NNP	B-ORG
에	JKB	O
_	_	O
초청+되	NNG+XSV	O
었	EP	O
다는	ETM	O
_	_	O
것	NNB	O
이	JKS	O
_	_	O
현대캐피탈	NNP	B-ORG
_	_	O
측	NNB	O
의	JKG	O
_	_	O
설명	NNG	O
_	_	O
．	SF	O
		
이어	MAG	O
_	_	O
21	SN	B-NOH
-	SO	I-NOH
17	SN	I-NOH
로	JKB	O
_	_	O
앞서+ㄴ	VV+ETM	O
_	_	O
상황	NNG	O
에서	JKB	O
는	JX	O
_	_	O
윤봉우	NNP	B-PER
가	JKS	O
_	_	O
원	NNB	O
_	_	O
핸드	NNG	O
_	_	O
블로킹	NNG	O
과	JC	O
_	_	O
하경민	NNP	B-PER
의	JKG	O
_	_	O
블로킹	NNG	O
이	JKS	O
_	_	O
이어지	VV	O
면서	EC	O
_	_	O
세트	NNG	O
를	JKO	O
_	_	O
따+아	VV+EC	O
내+었	VX+EP	O
다	EC	O
_	_	O
.	SF	O
		
한국	NNP	B-ORG
은	JX	O
_	_	O
반격	NNG	O
에	JKB	O
_	_	O
나서+었	VV+EP	O
다	EC	O
_	_	O
.	SF	O
		
KCC	SL	B-ORG
는	JX	O
_	_	O
잠실	NNP	B-ORG
_	_	O
2	SN	B-NOH
연전	NNG	I-NOH
을	JKO	O
_	_	O
비롯	NNG	O
하+여	XSV+EC	O
_	_	O
남	VV	O
은	ETM	O
_	_	O
3	SN	B-NOH
경기	NNG	I-NOH
를	JKO	O
_	_	O
모두	MAG	O
_	_	O
이기+어야	VV+EC	O
하	VX	O
는	ETM	O
_	_	O
위기	NNG	O
에	JKB	O
_	_	O
빠지	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
[	SS	O
10	SN	B-NOH
번	NNB	I-NOH
타자	NNG	O
]	SS	O
_	_	O
롯데	NNP	B-ORG
_	_	O
밀리터리	NNG	O
_	_	O
유니폼	NNG	O
,	SP	O
_	_	O
폭발적	MM	O
_	_	O
반응	NNG	O
_	_	O
外	SH	O
		
이	NP	O
에	JKB	O
_	_	O
따르	VV	O
아	EC	O
_	_	O
본프레레	NNP	B-PER
호	XSN	O
는	JX	O
_	_	O
국내	NNG	O
파	NNG	O
와	JC	O
_	_	O
일본	NNP	B-ORG
파	NNG	O
를	JKO	O
_	_	O
중심	NNG	O
으로	JKB	O
_	_	O
구성	NNG	O
되+어	XSV+EC	O
_	_	O
개막	NNG	O
_	_	O
일주일	NNG	O
_	_	O
전	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
오	VV	O
는	ETM	O
_	_	O
24	SN	B-DAT
일	NNB	I-DAT
_	_	O
또는	MAG	O
_	_	O
25	SN	B-DAT
일	NNB	I-DAT
부터	JX	O
_	_	O
소집	NNG	O
훈련	NNG	O
을	JKO	O
_	_	O
시작	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
예정	NNG	O
이	VCP	O
다	EF	O
.	SF	O
		
셔독	NNG	B-PER
은	JX	O
_	_	O
“	SS	O
크로캅	NNG	O
은	JX	O
_	_	O
다음	NNG	O
달	NNG	O
_	_	O
21	SN	B-DAT
일	NNB	I-DAT
_	_	O
일본	NNP	B-LOC
_	_	O
오사카	NNP	B-LOC
에서	JKB	O
_	_	O
펼쳐지+ㄹ	VV+ETM	O
_	_	O
‘	SS	O
드리+ㅁ	VV+ETN	O
_	_	O
5	SN	B-NOH
’	SS	I-NOH
대회	NNG	O
에서	JKB	O
_	_	O
K	SL	O
-	SO	O
1	SN	B-NOH
_	_	O
강호	NNG	O
_	_	O
제롬	NNP	B-ORG
르	NNP	O
_	_	O
밴	NNG	O
너	NP	O
(	SS	O
36	SN	O
_	_	O
·	SP	O
_	_	O
프랑스	NNP	B-ORG
)	SS	O
와	JC	O
_	_	O
종합	NNG	O
격투기	NNG	O
_	_	O
룰로	NNP	B-PER
_	_	O
붙	VV	O
게	EC	O
_	_	O
되+ㄹ	VV+ETM	O
_	_	O
가능성	NNG	O
이	JKS	O
_	_	O
있	VA	O
다	EF	O
”	SS	O
고	JKQ	O
_	_	O
덧붙이	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
안	NNP	B-PER
감독	NNG	O
의	JKG	O
_	_	O
말	NNG	O
은	JX	O
_	_	O
그대로	MAG	O
_	_	O
적중+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
[	SS	B-ORG
KT	SL	B-ORG
&	SW	O
G	SL	O
_	_	O
아리엘	NNP	B-ORG
즈	NP	O
_	_	O
배구	NNG	O
단	XSN	O
이	JKS	O
_	_	O
출정식	NNG	O
을	JKO	O
_	_	O
가지	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
남자	NNG	O
농구	NNG	O
_	_	O
국가	NNG	O
대표	NNG	O
팀	NNG	O
이	JKS	O
_	_	O
센터	NNG	O
_	_	O
하승진	NNP	B-PER
의	JKG	O
_	_	O
무릎	NNG	O
_	_	O
부상	NNG	O
이	JKS	O
_	_	O
호전	NNG	O
되	XSV	O
지	EC	O
않	VX	O
아	EC	O
_	_	O
고민	NNG	O
에	JKB	O
_	_	O
빠지	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
마르티네스	NNP	B-PER
는	JX	O
_	_	O
21	SN	B-DAT
일	NNB	I-DAT
(	SS	O
한국	NNP	B-ORG
시간	NNG	O
)	SS	O
_	_	O
메이저리그	NNG	O
_	_	O
사무국	NNG	O
이	JKS	O
_	_	O
발표	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
AL	SL	O
_	_	O
올스타	NNG	O
_	_	O
투표	NNG	O
_	_	O
4	SN	B-NOH
차	NNB	I-NOH
_	_	O
집계	NNG	O
에서	JKB	O
_	_	O
73	SN	B-NOH
만	NR	I-NOH
8	SN	I-NOH
천	NR	I-NOH
865	SN	I-NOH
표	NNG	I-NOH
를	JKO	O
_	_	O
얻	VV	O
어	EC	O
_	_	O
테세이라	NNP	B-PER
(	SS	O
69	SN	B-NOH
만	NR	I-NOH
4	SN	I-NOH
천	NR	I-NOH
1	SN	I-NOH
천	NR	I-NOH
57	SN	I-NOH
표	NNG	I-NOH
)	SS	O
를	JKO	O
_	_	O
4	SN	B-NOH
만	NR	I-NOH
4	SN	I-NOH
천	NR	I-NOH
708	SN	I-NOH
표	NNG	I-NOH
차	NNG	O
로	JKB	O
_	_	O
제치	VV	O
고	EC	O
_	_	O
1	SN	B-NOH
위	NNB	I-NOH
를	JKO	O
_	_	O
달리	VV	O
었	EP	O
다	EF	O
.	SF	O
		
올해	NNG	O
_	_	O
서부	NNG	O
컨퍼런스	NNG	O
_	_	O
4	SN	B-NOH
강	NNG	I-NOH
전	XSN	O
에서	JKB	O
_	_	O
원정	NNG	O
팀	NNG	O
이	JKS	O
_	_	O
승리	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
경우	NNG	O
는	JX	O
_	_	O
이번	NNG	O
이	JKS	O
_	_	O
처음	NNG	O
이	VCP	O
다	EC	O
_	_	O
.	SF	O
		
이러	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
점	NNG	O
들	XSN	O
이	JKS	O
_	_	O
쌓이	VV	O
어	EC	O
_	_	O
'	SS	O
5	SN	B-NOH
승	NNB	I-NOH
_	_	O
1	SN	B-NOH
패	NNB	I-NOH
'	SS	O
_	_	O
롯데	NNP	B-ORG
와	JC	O
_	_	O
'	SS	O
1	SN	B-NOH
승	NNB	I-NOH
_	_	O
5	SN	B-NOH
패	NNB	I-NOH
'	SS	O
_	_	O
LG	SL	O
를	JKO	O
_	_	O
만들	VV	O
고	EC	O
_	_	O
있	VX	O
다	EC	O
_	_	O
.	SF	O
		
'	SS	B-POH
우주	NNG	I-POH
전쟁	NNG	O
'	SS	O
은	JX	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
9	SN	B-DAT
-	SO	I-DAT
10	SN	I-DAT
일	NNB	I-DAT
_	_	O
서울	NNP	B-LOC
_	_	O
107	SN	B-NOH
개	NNB	I-NOH
_	_	O
스크린	NNG	O
에서	JKB	O
_	_	O
29	SN	B-NOH
만	NR	I-NOH
명	NNB	I-NOH
을	JKO	O
_	_	O
모으	VV	O
았	EP	O
다	EF	O
.	SF	O
_	_	O
영화	NNG	O
에	JKB	O
_	_	O
대	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
국내외	NNG	O
_	_	O
평단	NNG	O
의	JKG	O
_	_	O
혹평	NNG	O
에	JKB	O
도	JX	O
_	_	O
불구	NNG	O
하	XSV	O
고	EC	O
_	_	O
관객	NNG	O
을	JKO	O
_	_	O
압도	NNG	O
하	XSV	O
는	ETM	O
_	_	O
스케일	NNG	O
로	JKB	O
_	_	O
극장가	NNG	O
에	JKB	O
_	_	O
융단	NNG	O
폭격	NNG	O
을	JKO	O
_	_	O
날리+ㄴ	VV+ETM	O
_	_	O
것	NNB	O
.	SF	O
_	_	O
10	SN	B-DAT
일	NNB	I-DAT
까지	JX	O
_	_	O
전국	NNG	O
_	_	O
관객	NNG	O
_	_	O
수	NNG	O
는	JX	O
_	_	O
143	SN	B-NOH
만	NR	I-NOH
명	NNB	I-NOH
(	SS	O
370	SN	O
개	NNB	O
_	_	O
스크린	NNG	O
)	SS	O
.	SF	O
		
히딩크	NNP	B-PER
.	SF	O
본프레레	NNP	B-PER
,	SP	O
_	_	O
전야제	NNG	O
서	JKB	O
_	_	O
만찬	NNG	O
		
최경주	NNP	B-PER
(	SS	B-PER
나이키골프	NNP	B-ORG
)	SS	O
_	_	O
.	SF	O
		
●	SW	O
왜	MAG	O
_	_	O
호나우두	NNP	B-PER
는	JX	O
_	_	O
세계	NNG	O
_	_	O
최고	NNG	O
이+ㄴ가	VCP+EC	O
_	_	O
?	SF	O
		
손민한	NNP	B-PER
,	SP	O
_	_	O
20	SN	B-NOH
승	NNB	I-NOH
_	_	O
달성	NNG	O
_	_	O
'	SS	O
흐리+ㅁ	VA+ETN	O
'	SS	O
		
일본	NNP	B-ORG
과	JC	O
_	_	O
미국	NNP	B-ORG
_	_	O
무대	NNG	O
_	_	O
진출	NNG	O
이	JKS	O
_	_	O
무산	NNG	O
되+ㄴ	XSV+ETM	O
_	_	O
뒤	NNG	O
_	_	O
친정	NNG	O
팀	NNG	O
_	_	O
기아	NNG	O
에	JKB	O
_	_	O
재	XPN	O
입단	NNG	O
한	MM	O
_	_	O
'	SS	O
풍운아	NNG	B-PER
'	SS	O
_	_	O
최향남	NNP	B-PER
(	SS	O
34	SN	B-NOH
)	SS	O
이	JKS	O
_	_	O
올	NNG	O
_	_	O
시즌	NNG	O
_	_	O
첫	MM	O
_	_	O
실전	NNG	O
등판	NNG	O
에	JKB	O
_	_	O
나서+었	VV+EP	O
다	EF	O
.	SF	O
		
'	SS	O
백전	NNG	O
노장	NNG	O
'	SS	O
_	_	O
에드밀손	NNP	B-PER
은	JX	O
_	_	O
프로	NNG	O
축구	NNG	O
연맹	NNG	O
이	JKS	O
_	_	O
1	SN	B-DAT
일	NNB	I-DAT
_	_	O
마감	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
국내	NNG	O
_	_	O
및	MAG	O
_	_	O
외국인	NNG	O
_	_	O
선수	NNG	O
_	_	O
등록	NNG	O
_	_	O
명단	NNG	O
에	JKB	O
_	_	O
이름	NNG	O
을	JKO	O
_	_	O
올리	VV	O
면서	EC	O
_	_	O
부상	NNG	O
으로	JKB	O
_	_	O
K	SL	O
리그	NNG	O
를	JKO	O
_	_	O
떠나+ㄴ	VV+ETM	O
지	NNB	O
_	_	O
1	SN	B-NOH
년	NNB	I-NOH
여	XSN	O
만	NNB	O
에	JKB	O
_	_	O
국내	NNG	O
_	_	O
축구	NNG	O
팬	NNG	O
들	XSN	O
에게	JKB	O
_	_	O
다시	MAG	O
_	_	O
인사	NNG	O
하	XSV	O
게	EC	O
_	_	O
었	EP	O
다	EF	O
.	SF	O
		
잠시	MAG	O
_	_	O
리시브	NNG	O
가	JKS	O
_	_	O
흔들리+ㄴ	VV+ETM	O
_	_	O
틈	NNG	O
을	JKO	O
_	_	O
타+아	VV+EC	O
_	_	O
잇따르	VV	O
아	EC	O
_	_	O
공격	NNG	O
이	JKS	O
_	_	O
블로킹	NNG	O
에	JKB	O
_	_	O
걸리	VV	O
고	EC	O
_	_	O
호주	NNG	O
의	JKG	O
_	_	O
고공	NNG	O
강타	NNG	O
가	JKS	O
_	_	O
불	NNG	O
을	JKO	O
_	_	O
뿜	VV	O
어	EC	O
_	_	O
24	SN	B-NOH
-	SO	I-NOH
24	SN	I-NOH
로	JKB	O
_	_	O
덜미	NNG	O
를	JKO	O
_	_	O
잡히	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
우즈	NNP	B-PER
가	JKS	O
_	_	O
이번	NNG	O
_	_	O
대회	NNG	O
_	_	O
정상	NNG	O
에	JKB	O
_	_	O
오르	VV	O
면	EC	O
_	_	O
통산	NNG	O
_	_	O
65	SN	B-NOH
승	NNB	I-NOH
,	SP	O
_	_	O
메이저	NNG	O
_	_	O
대회	NNG	O
_	_	O
14	SN	B-NOH
승	NNB	I-NOH
째+이	XSN+VCP	O
다	EC	O
_	_	O
.	SF	O
		
21	SN	B-DAT
년	NNB	I-DAT
_	_	O
전	NNG	O
에	JKB	O
는	JX	O
_	_	O
보스턴	NNP	B-ORG
에서	JKB	O
_	_	O
주전	NNG	O
가드	NNG	O
로	JKB	O
_	_	O
활약+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
이동호	NNP	B-PER
_	_	O
신임	NNG	O
총재	NNG	O
는	JX	O
_	_	O
그동안	NNG	O
_	_	O
정치인	NNG	O
,	SP	O
_	_	O
관료	NNG	O
_	_	O
출신	NNG	O
이	JKS	O
_	_	O
도맡	VV	O
다시피	EC	O
하+였	VX+EP	O
던	ETM	O
_	_	O
프로	NNG	O
스포츠	NNG	O
_	_	O
총재	NNG	O
_	_	O
자리	NNG	O
에	JKB	O
_	_	O
이례적	NNG	O
으로	JKB	O
_	_	O
등장	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
경제	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
출신	NNG	O
이	VCP	O
라	EC	O
_	_	O
주목	NNG	O
을	JKO	O
_	_	O
받	VV	O
고	EC	O
_	_	O
있	VX	O
다	EC	O
_	_	O
.	SF	O
		
기사	NNG	O
를	JKO	O
_	_	O
쓰+ㄴ	VV+ETM	O
_	_	O
제리	NNP	B-PER
_	_	O
프레	NNP	O
일리	NNG	O
_	_	O
기자	NNG	O
는	JX	O
_	_	O
SS	O	O
박찬호	NNP	B-PER
가	JKS	O
_	_	O
25	SN	B-DAT
일	NNB	I-DAT
_	_	O
오클랜드	NNP	B-ORG
전	XSN	O
에서	JKB	O
_	_	O
텍사스	NNP	B-ORG
가	JKS	O
_	_	O
박찬호	NNP	B-PER
를	JKO	O
_	_	O
버리+어야	VV+EC	O
_	_	O
하	VX	O
는	ETM	O
_	_	O
또	MAG	O
_	_	O
다른	MM	O
_	_	O
이유	NNG	O
를	JKO	O
_	_	O
보이	VV	O
어	EC	O
주	VX	O
었	EP	O
다	EF	O
SS	O	O
며	EC	O
_	_	O
SS	O	O
40	SN	B-NOH
℃	SW	I-NOH
에	JKB	O
_	_	O
육박	NNG	O
하	XSV	O
는	ETM	O
_	_	O
무덥	VA	O
ㄴ	ETM	O
_	_	O
날씨	NNG	O
_	_	O
속	NNG	O
에	JKB	O
_	_	O
투지	NNG	O
를	JKO	O
_	_	O
보이	VV	O
어	EC	O
주	VX	O
지	EC	O
_	_	O
않	VX	O
았	EP	O
다	EF	O
(	SS	O
He	SL	O
_	_	O
did	SL	O
_	_	O
not	SL	O
_	_	O
compete	SL	O
)	SS	O
SS	O	O
고	JKQ	O
_	_	O
뒤	NNG	O
북	NNG	O
을	JKO	O
_	_	O
었	EP	O
다	EF	O
.	SF	O
		
홍	NNP	B-PER
_	_	O
이사	NNG	O
는	JX	O
_	_	O
현재	MAG	O
_	_	O
중앙	NNG	O
선거	NNG	O
관리	NNG	O
위원회	NNG	O
_	_	O
공명선거	NNG	O
_	_	O
홍보	NNG	O
대사	NNG	O
,	SP	O
_	_	O
국제축구연맹	NNP	B-ORG
(	SS	O
FIFA	SL	O
)	SS	O
_	_	O
선정	NNG	O
_	_	O
인종차별	NNG	O
_	_	O
반대	NNG	O
_	_	O
홍보	NNG	O
대사	NNG	O
_	_	O
등	NNB	O
을	JKO	O
_	_	O
맡	VV	O
고	EC	O
_	_	O
있	VX	O
다	EF	O
.	SF	O
		
경기	NNG	O
내용	NNG	O
은	JX	O
_	_	O
좋	VA	O
아	EC	O
지	VX	O
겠	EP	O
지만	EC	O
_	_	O
문성민	NNP	B-PER
이	JKS	O
_	_	O
아도	EC	O
_	_	O
금세	MAG	O
_	_	O
팀	NNG	O
이	JKS	O
_	_	O
달라지	VV	O
는	ETM	O
_	_	O
것	NNB	O
이	JKC	O
_	_	O
아니	VCN	O
다	EC	O
_	_	O
.	SF	O
		
수원	NNP	B-ORG
_	_	O
구단	NNG	O
에	JKB	O
_	_	O
따르	VV	O
면	EC	O
_	_	O
김남일	NNP	B-PER
은	JX	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
15	SN	B-DAT
일	NNB	I-DAT
_	_	O
팀	NNG	O
닥터	NNG	O
와	JKB	O
_	_	O
함께	MAG	O
_	_	O
일본	NNP	B-ORG
을	JKO	O
_	_	O
방문	NNG	O
하+여	XSV+EC	O
_	_	O
기초	NNG	O
검진	NNG	O
을	JKO	O
_	_	O
받	VV	O
은	ETM	O
_	_	O
뒤	NNG	O
_	_	O
수술	NNG	O
일정	NNG	O
을	JKO	O
_	_	O
잡	VV	O
았	EP	O
지만	EC	O
_	_	O
독일	NNP	B-ORG
에서	JKB	O
_	_	O
먼저	MAG	O
_	_	O
진료	NNG	O
를	JKO	O
_	_	O
받	VV	O
아	EC	O
보	VX	O
는	ETM	O
_	_	O
것+이	NNB+JKS	O
_	_	O
좋	VA	O
겠	EP	O
다는	ETM	O
_	_	O
차	NNP	O
_	_	O
감독	NNG	O
의	JKG	O
_	_	O
의견	NNG	O
에	JKB	O
_	_	O
따르	VV	O
아	EC	O
_	_	O
일정	NNG	O
을	JKO	O
_	_	O
바꾸	VV	O
었	EP	O
다	EF	O
.	SF	O
		
오초아	NNP	B-PER
_	_	O
'	SS	O
가	VV	O
자	EC	O
,	SP	O
_	_	O
그랜드슬램	NNG	O
~	SO	O
'	SS	O
		
유럽	NNP	B-ORG
과	JKB	O
는	JX	O
_	_	O
달리	MAG	O
_	_	O
한국	NNP	B-ORG
_	_	O
선수	NNG	O
들	XSN	O
의	JKG	O
_	_	O
신장	NNG	O
이	JKS	O
_	_	O
작	VA	O
고	EC	O
_	_	O
빠르	VA	O
기	ETN	O
_	_	O
때문	NNB	O
에	JKB	O
_	_	O
신경	NNG	O
을	JKO	O
_	_	O
어야	EC	O
_	_	O
하	VX	O
지만	EC	O
_	_	O
열심히	MAG	O
_	_	O
준비+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
SS	O	O
_	_	O
배유나	NNP	B-PER
와	JKB	O
_	_	O
19	SN	B-NOH
세	NNB	I-NOH
_	_	O
동갑내기	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
양효진	NNP	B-PER
(	SS	O
현대건설	NNP	B-ORG
_	_	O
·	SP	O
_	_	O
190	SN	B-NOH
㎝	SW	I-NOH
)	SS	O
은	JX	O
_	_	O
성인	NNG	O
무대	NNG	O
_	_	O
첫	MM	O
_	_	O
일본	NNP	B-ORG
전	XSN	O
에서	JKB	O
_	_	O
무섭	VA	O
ㄴ	ETM	O
_	_	O
상대	NNG	O
를	JKO	O
_	_	O
만나+았	VV+EP	O
다	EC	O
_	_	O
．	SF	O
		
SICAF	SL	O
_	_	O
애니메이션	NNG	O
_	_	O
어워드	NNG	O
_	_	O
시상식	NNG	O
은	JX	O
_	_	O
다음	NNG	O
달	NNG	O
_	_	O
12	SN	B-DAT
일	NNB	I-DAT
_	_	O
오후	NNG	O
_	_	O
6	SN	B-DAT
시	NNB	I-DAT
_	_	O
코엑스	NNP	B-LOC
_	_	O
그랜드볼룸	NNP	B-LOC
에서	JKB	O
_	_	O
열리	VV	O
는	ETM	O
_	_	O
SICAF	SL	O
_	_	O
애니메이터	NNG	O
의	JKG	O
_	_	O
밤	NNG	O
에서	JKB	O
_	_	O
치르	VV	O
어	EC	O
지+ㄹ	VX+ETM	O
_	_	O
예정	NNG	O
이	VCP	O
다	EF	O
.	SF	O
		
광주	NNP	B-ORG
태평극장	NNP	B-PER
_	_	O
추억	NNG	O
속	NNG	O
으로	JKB	O
.	SF	O
.	SF	O
.	SF	O
		
당초	NNG	O
_	_	O
미국	NNP	B-ORG
프로	NNG	I-ORG
농구	NNG	I-POH
(	SS	O
NBA	SL	O
)	SS	O
처럼	JKB	O
_	_	O
7.25	SN	O
m	SL	O
까지	JX	O
_	_	O
늘리	VV	O
자는	ETM	O
_	_	O
의견	NNG	O
도	JX	O
_	_	O
있	VA	O
었	EP	O
으나	EC	O
_	_	O
다수	NNG	O
가	JKS	O
_	_	O
완만	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
변화	NNG	O
를	JKO	O
_	_	O
지지	NNG	O
하+여	XSV+EC	O
_	_	O
0.5	SN	B-NOH
m	SL	I-NOH
를	JKO	O
_	_	O
늘리	VV	O
는	ETM	O
_	_	O
선	NNG	O
에서	JKB	O
_	_	O
결정+되	NNG+XSV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
SM	SL	B-ORG
엔터테인먼트	NNG	O
는	JX	O
_	_	O
SS	O	O
동방신기	NNP	B-PER
가	JKS	O
_	_	O
한국	NNP	B-ORG
에서	JKB	O
도	JX	O
_	_	O
싱글	NNG	O
_	_	O
앨범	NNG	O
_	_	O
'	SS	O
하이	NNG	O
_	_	O
야	IC	O
_	_	O
야	IC	O
_	_	O
여름날	NNG	O
'	SS	O
을	JKO	O
_	_	O
내놓	VV	O
아서	EC	O
_	_	O
한동안	NNG	O
_	_	O
한국	NNP	B-ORG
과	JC	O
_	_	O
일본	NNP	B-ORG
을	JKO	O
_	_	O
바쁘	VA	O
게	EC	O
_	_	O
오가	VV	O
며	EC	O
_	_	O
활동	NNG	O
하	XSV	O
게	EC	O
_	_	O
되+ㄹ	VV+ETM	O
_	_	O
것	NNB	O
SS	O	O
이라고	JKQ	O
_	_	O
밝히	VV	O
었	EP	O
다	EF	O
.	SF	O
		
지은희	NNP	B-PER
(	SS	B-PER
휠라코리아	NNP	B-ORG
)	SS	O
와	JKB	O
_	_	O
함께	MAG	O
_	_	O
공동	NNG	O
_	_	O
59	SN	B-NOH
